"MSSubClass","MSZoning","LotArea","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","ExterQual","ExterCond","Foundation","BsmtQual","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","TotalBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","MoSold","YrSold","SaleCondition","SalePrice"
20,"RL",7388,"NAmes","1Fam","1Story",5,6,1959,2002,"TA","TA","CBlock","TA","Gd","Y","SBrkr",1327,0,1327,2,3,"Gd",7,0,"Detchd",7,2007,"Normal",150750
20,"RL",6853,"Timber","1Fam","1Story",8,5,2001,2002,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1296,0,1296,3,2,"Gd",6,0,"Attchd",6,2009,"Normal",220000
20,"RL",10335,"Sawyer","1Fam","1Story",5,6,1968,1993,"TA","TA","CBlock","TA","Gd","Y","SBrkr",1721,0,1721,3,3,"TA",7,1,"Attchd",7,2006,"Normal",180000
20,"RL",10400,"NWAmes","1Fam","1Story",7,6,1970,1970,"TA","TA","PConc","TA","Gd","Y","SBrkr",1682,0,1682,2,3,"TA",7,1,"Attchd",5,2008,"Normal",174000
20,"RL",10355,"NAmes","1Fam","1Story",5,5,1967,1967,"TA","TA","CBlock","TA","TA","Y","SBrkr",1214,0,1214,2,3,"TA",5,1,"Attchd",7,2007,"Normal",143000
90,"RL",11070,"Mitchel","Duplex","1Story",7,5,1988,1989,"TA","TA","CBlock","TA","Gd","Y","SBrkr",1959,0,1959,3,5,"TA",9,0,"2Types",7,2006,"Family",171000
60,"RL",9066,"CollgCr","1Fam","2Story",8,5,1999,2000,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1004,848,1852,3,3,"Gd",7,2,"Attchd",12,2008,"Normal",230000
60,"RL",15426,"CollgCr","1Fam","2Story",6,5,1997,1997,"TA","TA","PConc","Gd","Ex","Y","SBrkr",928,836,1764,4,3,"Gd",7,0,"Attchd",8,2009,"Normal",231500
20,"RL",10500,"NAmes","1Fam","1Story",4,5,1971,1971,"TA","TA","CBlock","TA","TA","Y","SBrkr",864,0,864,1,3,"TA",5,1,NA,4,2010,"Normal",115000
20,"RL",11645,"CollgCr","1Fam","1Story",7,5,2005,2005,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1734,0,1734,3,3,"Gd",7,0,"Attchd",1,2006,"Normal",260000
50,"RL",8520,"NAmes","1Fam","1.5Fin",5,4,1952,1952,"TA","Fa","CBlock","TA","Fa","Y","SBrkr",910,475,1385,2,4,"TA",6,0,"Detchd",6,2010,"Normal",166000
20,"RL",10335,"CollgCr","1Fam","1Story",7,5,1999,1999,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1501,0,1501,3,3,"Gd",6,0,"Attchd",6,2009,"Normal",204000
90,"RM",9100,"Sawyer","Duplex","1Story",5,5,1963,1963,"TA","TA","CBlock","TA","TA","Y","SBrkr",1728,0,1728,3,6,"TA",10,0,"Detchd",11,2006,"Abnorml",125000
160,"RM",2522,"Edwards","Twnhs","2Story",6,5,2004,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",970,739,1709,2,3,"Gd",7,0,"Detchd",4,2006,"Normal",130000
30,"RM",6120,"BrkSide","1Fam","1Story",5,7,1931,1993,"TA","TA","BrkTil","TA","TA","Y","FuseA",875,0,875,2,2,"TA",5,0,"Detchd",11,2009,"Normal",105000
60,"RL",9505,"Gilbert","1Fam","2Story",7,5,2001,2001,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",884,1151,2035,3,3,"Gd",8,1,"BuiltIn",5,2010,"Normal",222500
20,"RL",7500,"SawyerW","1Fam","1Story",7,5,2004,2005,"TA","TA","PConc","Gd","Ex","Y","SBrkr",1080,0,1080,2,3,"Gd",6,0,NA,4,2008,"Normal",141000
50,"RM",6240,"BrkSide","1Fam","1.5Fin",5,4,1936,1950,"TA","TA","BrkTil","Gd","Gd","Y","FuseA",896,448,1344,1,3,"TA",7,0,"Detchd",4,2006,"Normal",115000
20,"RL",10356,"CollgCr","1Fam","1Story",5,6,1975,1975,"TA","TA","CBlock","TA","TA","Y","SBrkr",969,0,969,2,3,"TA",5,0,"Attchd",1,2007,"Normal",122000
20,"RL",13891,"NridgHt","1Fam","1Story",8,5,2007,2008,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1710,0,1710,3,2,"Gd",6,1,"Attchd",1,2008,"Partial",372402
60,"RL",14803,"NWAmes","1Fam","2Story",6,5,1971,1971,"TA","TA","CBlock","TA","Gd","Y","SBrkr",1097,896,1993,3,4,"TA",8,1,"Attchd",6,2006,"Normal",190000
20,"RL",13500,"ClearCr","1Fam","1Story",6,7,1960,1975,"TA","TA","CBlock","Gd","Gd","Y","SBrkr",1252,0,1252,2,1,"TA",4,1,"Attchd",3,2008,"Normal",235000
30,"RM",11340,"OldTown","1Fam","1Story",6,5,1923,1950,"TA","TA","BrkTil","TA","TA","Y","FuseA",1200,0,1200,1,4,"TA",7,0,"Detchd",3,2006,"Family",125000
50,"RL",9600,"Edwards","1Fam","1.5Fin",6,5,1924,1950,"TA","TA","BrkTil","TA","Fa","N","FuseF",572,524,1096,1,2,"TA",5,0,NA,4,2008,"Normal",79000
20,"RL",7200,"NAmes","1Fam","1Story",5,7,1950,1950,"TA","TA","CBlock",NA,"TA","Y","FuseF",1040,0,1040,1,2,"TA",5,0,"Detchd",6,2006,"Normal",109500
60,"RL",12003,"Timber","1Fam","2Story",8,5,2009,2010,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",774,1194,1968,3,4,"Ex",8,1,"BuiltIn",5,2010,"Partial",269500
60,"FV",12552,"Somerst","1Fam","2Story",7,5,2004,2005,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",991,956,1947,3,3,"Gd",8,1,"Attchd",5,2010,"Normal",254900
60,"RL",19378,"Gilbert","1Fam","2Story",7,5,2005,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1392,1070,2462,4,4,"Gd",9,1,"Attchd",3,2006,"Partial",320000
20,"RL",11120,"Veenker","1Fam","1Story",6,6,1984,1984,"TA","TA","PConc","Gd","TA","Y","SBrkr",1232,0,1232,2,3,"TA",6,0,"Attchd",6,2008,"Normal",162500
60,"RL",13688,"NridgHt","1Fam","2Story",9,5,2003,2004,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1572,1096,2668,4,3,"Ex",10,2,"BuiltIn",3,2008,"Normal",412500
20,"RL",12182,"NridgHt","1Fam","1Story",7,5,2005,2005,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1541,0,1541,2,3,"Gd",7,1,"Attchd",5,2010,"Partial",220000
45,"RL",5500,"OldTown","1Fam","1.5Unf",4,6,1956,1956,"TA","TA","CBlock","TA","Ex","Y","SBrkr",882,0,882,1,1,"TA",4,0,NA,4,2007,"Normal",103200
40,"RM",5400,"OldTown","1Fam","1Story",6,7,1926,2004,"TA","Gd","BrkTil","TA","Gd","Y","FuseA",1149,467,1616,2,3,"Gd",5,0,"Detchd",10,2007,"Normal",152000
190,"RL",10106,"Edwards","2fmCon","1.5Fin",5,7,1940,1999,"TA","Gd","BrkTil","TA","Gd","Y","SBrkr",808,547,1355,3,4,"TA",6,0,NA,9,2008,"Normal",127500
20,"RL",10708,"ClearCr","1Fam","1Story",5,5,1955,1993,"Gd","TA","CBlock","TA","Ex","Y","FuseA",1867,0,1867,2,2,"TA",7,3,"Attchd",11,2009,"Normal",190000
60,"RL",10562,"NridgHt","1Fam","2Story",8,5,2007,2007,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1610,551,2161,3,3,"Ex",8,1,"Attchd",11,2007,"Partial",325624
60,"RL",8244,"Gilbert","1Fam","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",840,880,1720,3,3,"Gd",7,1,"Attchd",5,2007,"Normal",183500
20,"RL",16669,"Timber","1Fam","1Story",8,6,1981,1981,"Gd","TA","CBlock","Gd","TA","Y","SBrkr",1707,0,1707,3,2,"TA",6,1,"Attchd",1,2006,"Normal",228000
50,"RM",12358,"OldTown","1Fam","1.5Fin",5,6,1941,1950,"TA","TA","CBlock","TA","TA","Y","SBrkr",854,0,1382,2,2,"TA",7,0,"Detchd",5,2007,"Normal",128500
20,"RL",31770,"NAmes","1Fam","1Story",6,5,1960,1960,"TA","TA","CBlock","TA","Fa","Y","SBrkr",1656,0,1656,2,3,"TA",7,2,"Attchd",5,2010,"Normal",215000
160,"RL",5306,"StoneBr","TwnhsE","2Story",7,7,1987,1987,"Gd","Gd","PConc","Gd","Gd","Y","SBrkr",1064,703,1767,3,2,"Gd",5,1,"Attchd",6,2006,"Normal",239000
20,"RL",10197,"NAmes","1Fam","1Story",6,5,1961,1961,"TA","TA","CBlock","TA","TA","Y","SBrkr",1362,0,1362,3,3,"TA",6,1,"Attchd",6,2008,"Normal",163000
20,"RL",12416,"Timber","1Fam","1Story",6,5,1986,1986,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1651,0,1651,3,3,"TA",7,1,"Attchd",11,2008,"Normal",184000
20,"RL",12615,"Edwards","1Fam","1Story",6,7,1950,2001,"TA","TA","CBlock","TA","TA","Y","SBrkr",2158,0,2158,3,4,"Gd",7,1,"Attchd",6,2007,"Normal",243000
60,"RL",10029,"ClearCr","1Fam","2Story",6,5,1988,1989,"Gd","TA","PConc","Gd","TA","Y","SBrkr",1164,896,2060,4,4,"TA",8,1,"Attchd",9,2007,"Normal",211000
50,"RL",13650,"Sawyer","1Fam","1.5Fin",5,5,1958,1958,"Gd","Gd","CBlock","TA","Ex","Y","SBrkr",1252,668,1920,3,4,"Gd",8,1,"Attchd",7,2006,"Normal",172500
20,"RL",17423,"StoneBr","1Fam","1Story",9,5,2008,2009,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",2234,0,2234,3,1,"Ex",9,1,"Attchd",7,2009,"Partial",501837
30,"RM",8520,"OldTown","1Fam","1Story",5,6,1923,2006,"Gd","TA","CBlock","TA","TA","Y","SBrkr",968,0,968,1,2,"TA",5,0,"Detchd",7,2007,"Normal",100000
160,"FV",2117,"Somerst","Twnhs","2Story",6,5,2000,2000,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",769,756,1525,3,3,"Gd",5,1,"Detchd",6,2007,"Normal",177000
70,"RL",7588,"Crawfor","1Fam","2Story",7,6,1920,1950,"TA","TA","BrkTil","Fa","Gd","Y","SBrkr",901,901,1802,2,4,"TA",9,1,"Detchd",7,2006,"Normal",200100
20,"RL",9060,"Edwards","1Fam","1Story",5,6,1957,2006,"TA","TA","PConc",NA,"Ex","Y","SBrkr",1340,0,1340,1,3,"TA",7,1,"Attchd",6,2007,"Normal",120000
50,"RM",11426,"OldTown","1Fam","1.5Fin",7,5,2003,2003,"TA","TA","PConc","Gd","Ex","Y","SBrkr",1362,720,2082,3,3,"Gd",6,0,"Detchd",6,2008,"Normal",200000
50,"RL",7438,"BrkSide","1Fam","1.5Fin",5,8,1908,1991,"TA","TA","PConc","Fa","Gd","Y","SBrkr",936,316,1252,1,3,"TA",5,0,"Attchd",6,2006,"Normal",127000
75,"RM",22950,"OldTown","1Fam","2.5Fin",10,9,1892,1993,"Gd","Gd","BrkTil","TA","Ex","Y","SBrkr",1518,1518,3608,3,4,"Ex",12,2,"Detchd",6,2006,"Normal",475000
80,"RL",9947,"Mitchel","1Fam","SLvl",7,5,1990,1991,"TA","TA","PConc","Gd","Ex","Y","SBrkr",1217,0,1217,3,3,"Gd",6,0,"Attchd",6,2009,"Normal",173000
50,"RL",10410,"OldTown","1Fam","1.5Fin",5,7,1916,1987,"TA","TA","CBlock","Fa","Ex","Y","SBrkr",808,704,1656,3,3,"TA",8,0,"Detchd",8,2009,"Normal",135000
90,"RL",7018,"SawyerW","Duplex","SFoyer",5,5,1979,1979,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1224,0,1224,4,2,"TA",6,2,"Detchd",6,2009,"Alloca",153337
120,"RL",4923,"StoneBr","TwnhsE","1Story",8,5,2001,2002,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1593,0,1593,3,0,"Ex",5,1,"Attchd",8,2008,"Normal",286000
70,"RL",10570,"Crawfor","1Fam","2Story",8,8,1932,1994,"Gd","TA","CBlock","Gd","TA","Y","SBrkr",1549,1178,2727,3,3,"Gd",10,2,"Detchd",12,2007,"Normal",315000
60,"RL",7472,"NAmes","1Fam","2Story",7,9,1972,2004,"TA","TA","CBlock","TA","Gd","Y","SBrkr",725,754,1479,3,4,"Gd",7,0,"Attchd",6,2007,"Normal",184000
20,"RL",9017,"CollgCr","1Fam","1Story",7,5,1999,1999,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1431,0,1431,3,3,"Gd",6,0,"Attchd",9,2009,"Normal",192000
160,"RM",2522,"Edwards","Twnhs","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",970,739,1709,2,3,"Gd",7,0,"Detchd",5,2006,"Normal",130000
20,"RL",7180,"CollgCr","1Fam","1Story",5,7,1972,1972,"TA","TA","CBlock","TA","TA","Y","SBrkr",864,0,864,1,3,"TA",5,0,"Detchd",5,2008,"Normal",127000
160,"RL",2280,"NPkVill","Twnhs","2Story",6,6,1976,1976,"TA","TA","CBlock","Gd","TA","Y","SBrkr",855,601,1456,3,3,"TA",7,1,"Attchd",7,2009,"Normal",148500
20,"RL",9416,"Somerst","1Fam","1Story",7,5,2007,2007,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",1726,0,1726,3,3,"Ex",8,1,"Attchd",9,2007,"Partial",311872
75,"RL",25419,"NAmes","1Fam","2Story",8,4,1918,1990,"Gd","Gd","PConc","TA","Gd","Y","SBrkr",1360,1360,3112,4,4,"Gd",8,1,"Detchd",3,2006,"Abnorml",235000
75,"RM",5520,"OldTown","1Fam","2.5Fin",6,6,1912,1950,"TA","TA","CBlock","TA","Ex","Y","SBrkr",929,929,2229,1,5,"TA",8,0,NA,7,2009,"Abnorml",104000
20,"RL",9591,"NridgHt","1Fam","1Story",8,5,2004,2005,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1713,0,1713,3,3,"Ex",7,1,"Attchd",1,2009,"Normal",274900
20,"RM",8546,"Edwards","1Fam","1Story",4,5,2003,2004,"TA","TA","PConc","Gd","Ex","Y","SBrkr",1121,0,1121,2,2,"TA",5,0,"Attchd",3,2010,"Normal",140000
20,"RL",10125,"Mitchel","1Fam","1Story",6,6,1977,1977,"TA","TA","CBlock","TA","TA","Y","SBrkr",1279,0,1279,3,3,"TA",6,2,"Detchd",2,2008,"Normal",171500
50,"RL",7000,"OldTown","1Fam","1.5Fin",6,6,1924,1950,"TA","Gd","BrkTil","Fa","Gd","Y","SBrkr",865,445,1310,2,2,"TA",6,0,"Attchd",5,2006,"Normal",112000
120,"RM",4438,"CollgCr","TwnhsE","1Story",6,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",848,0,848,2,1,"Gd",3,1,"Attchd",1,2008,"Normal",149000
50,"RM",3500,"OldTown","1Fam","1.5Fin",5,7,1947,1950,"TA","TA","CBlock","TA","TA","Y","SBrkr",720,564,1284,2,2,"TA",5,0,"Detchd",4,2009,"Normal",110000
20,"RL",11851,"Gilbert","1Fam","1Story",7,5,1990,1990,"TA","TA","PConc","Gd","Ex","Y","SBrkr",1442,0,1442,2,3,"TA",5,0,"Attchd",5,2009,"Normal",180500
20,"RL",13673,"Sawyer","1Fam","1Story",5,5,1962,1962,"TA","Gd","CBlock","TA","TA","Y","SBrkr",1696,0,1696,2,3,"TA",8,1,"Attchd",3,2007,"Normal",143900
20,"RL",12493,"NAmes","1Fam","1Story",4,5,1960,1960,"TA","TA","PConc","TA","TA","Y","SBrkr",1100,0,1100,2,3,"TA",6,1,"Attchd",4,2008,"Normal",141000
60,"RL",14364,"SawyerW","1Fam","2Story",7,5,1988,1989,"Gd","TA","CBlock","Gd","Ex","Y","SBrkr",1180,882,2062,4,3,"TA",7,1,"Attchd",4,2007,"Normal",277000
20,"RL",8250,"NAmes","1Fam","1Story",6,7,1964,1964,"TA","TA","CBlock","Gd","Ex","Y","SBrkr",1092,0,1092,2,3,"TA",6,0,"Attchd",7,2008,"Normal",145000
30,"RL",5604,"Edwards","1Fam","1Story",5,6,1925,1950,"TA","TA","CBlock","TA","TA","N","FuseA",864,0,864,2,2,"TA",5,0,NA,4,2008,"Normal",98000
20,"RL",10420,"Edwards","1Fam","1Story",6,5,2009,2009,"TA","TA","PConc","Gd","Ex","Y","SBrkr",1212,0,1212,2,3,"Gd",6,0,"Attchd",3,2010,"Normal",186000
60,"FV",8640,"Somerst","1Fam","2Story",7,5,2009,2009,"TA","TA","PConc","Gd","Ex","Y","SBrkr",932,920,1852,4,3,"Gd",7,1,"Attchd",7,2009,"Partial",252678
20,"RL",13568,"CollgCr","1Fam","1Story",5,5,1995,1995,"TA","TA","PConc","Gd","Ex","Y","SBrkr",990,0,990,2,3,"TA",5,0,"Attchd",7,2006,"Normal",156000
60,"RL",10900,"CollgCr","1Fam","2Story",6,7,1977,1977,"TA","TA","CBlock","Gd","Ex","Y","SBrkr",689,703,1392,2,3,"TA",6,0,"Attchd",3,2010,"Normal",161750
20,"RL",10011,"NAmes","1Fam","1Story",5,6,1957,1996,"TA","TA","CBlock","TA","TA","Y","SBrkr",1236,0,1236,2,2,"Gd",6,1,"Attchd",5,2006,"Normal",134450
20,"RL",8450,"CollgCr","1Fam","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1436,0,1436,3,3,"Gd",8,0,"Attchd",4,2008,"Normal",210000
70,"RM",9906,"OldTown","1Fam","2Story",4,4,1925,1950,"TA","TA","CBlock","TA","Fa","N","SBrkr",810,518,1328,1,3,"TA",8,0,"Detchd",9,2006,"Family",107000
50,"RL",15660,"Crawfor","1Fam","1.5Fin",7,9,1939,2006,"Gd","Gd","CBlock","TA","Ex","Y","SBrkr",1137,817,1954,3,3,"Gd",8,2,"Attchd",5,2008,"Normal",311500
120,"RL",3010,"Blmngtn","TwnhsE","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1248,0,1248,2,2,"Gd",5,0,"Attchd",3,2006,"Partial",167240
20,"RL",8990,"CollgCr","1Fam","1Story",7,5,2006,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1498,0,1498,2,2,"Gd",5,0,"Attchd",4,2006,"Partial",204900
60,"RL",8068,"Gilbert","1Fam","2Story",6,5,2002,2002,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1010,1257,2267,3,4,"Gd",8,1,"BuiltIn",12,2009,"Normal",200000
60,"RL",11475,"NWAmes","1Fam","2Story",6,6,1975,1975,"TA","TA","CBlock","Gd","TA","Y","SBrkr",811,741,1552,4,3,"TA",6,1,"Attchd",2,2006,"Normal",179900
20,"RL",10500,"NAmes","1Fam","1Story",4,6,1971,1971,"TA","TA","CBlock","TA","Gd","Y","SBrkr",864,0,864,1,2,"TA",4,0,"Detchd",3,2009,"Abnorml",97000
20,"RL",13472,"NridgHt","1Fam","1Story",10,5,2003,2003,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",2392,0,2392,2,3,"Ex",8,1,"Attchd",6,2009,"Normal",386250
160,"RM",1680,"BrDale","Twnhs","2Story",5,5,1971,1971,"TA","TA","CBlock","TA","TA","Y","SBrkr",630,672,1302,3,3,"TA",6,0,"Detchd",5,2009,"Abnorml",112000
60,"RL",9950,"NoRidge","1Fam","2Story",7,5,1995,1995,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1214,1306,2520,3,4,"Gd",9,1,"Attchd",6,2007,"Abnorml",290000
160,"RM",1869,"BrDale","Twnhs","2Story",6,6,1970,1970,"TA","TA","CBlock","TA","TA","Y","SBrkr",483,504,987,2,2,"TA",5,0,"Detchd",9,2008,"Normal",106000
20,"RL",8521,"Sawyer","1Fam","1Story",5,5,1967,1967,"TA","TA","CBlock","TA","TA","Y","SBrkr",912,0,912,1,3,"TA",5,1,"Detchd",5,2010,"Normal",125000
120,"RL",3182,"Blmngtn","TwnhsE","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1555,0,1555,2,2,"Gd",7,1,"Attchd",5,2009,"Normal",192500
20,"RL",8760,"NAmes","1Fam","1Story",6,6,1959,1959,"TA","TA","CBlock","TA","TA","Y","SBrkr",1194,0,1194,2,3,"TA",6,0,"Attchd",4,2010,"Normal",148000
60,"RL",15138,"NoRidge","1Fam","2Story",8,5,1995,1996,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1490,1304,2794,4,4,"Ex",9,1,"Attchd",7,2009,"Normal",403000
160,"RM",1680,"BrDale","Twnhs","2Story",6,5,1972,1972,"TA","TA","CBlock","TA","TA","Y","SBrkr",483,504,987,2,2,"TA",5,1,"Attchd",6,2006,"Normal",94500
20,"RL",10650,"CollgCr","1Fam","1Story",5,6,1976,1976,"TA","TA","CBlock","TA","TA","Y","SBrkr",894,0,894,2,3,"TA",5,0,"Attchd",2,2010,"Normal",128200
60,"RL",7851,"Gilbert","1Fam","2Story",6,5,2002,2002,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",860,1100,1960,4,4,"Gd",8,2,"BuiltIn",5,2010,"Normal",216500
160,"RM",1680,"BrDale","TwnhsE","2Story",6,3,1971,1971,"TA","TA","CBlock","TA","TA","Y","SBrkr",483,504,987,2,2,"TA",5,0,"Detchd",8,2008,"Normal",89500
20,"RL",8773,"CollgCr","1Fam","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1414,0,1414,2,3,"Gd",6,0,"Attchd",5,2010,"Normal",185500
60,"RL",9453,"SawyerW","1Fam","2Story",7,7,1993,2003,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1014,730,1744,3,3,"Gd",7,0,"Attchd",2,2010,"Normal",194500
20,"RL",12030,"NridgHt","1Fam","1Story",8,5,2007,2007,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",1694,0,1694,2,3,"Gd",7,0,"Attchd",12,2007,"Partial",318000
50,"RL",8741,"Edwards","1Fam","1.5Fin",6,4,1945,1950,"TA","TA","CBlock","TA","TA","Y","FuseA",798,689,1487,2,3,"TA",7,1,"Detchd",4,2010,"Normal",113000
20,"FV",9000,"Somerst","1Fam","1Story",8,5,2008,2008,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1566,0,1566,3,3,"Gd",7,0,"Attchd",4,2010,"Normal",262500
30,"RM",3880,"OldTown","1Fam","1Story",5,9,1945,1997,"TA","Gd","CBlock","TA","Gd","Y","SBrkr",866,0,866,1,2,"Gd",4,0,NA,8,2007,"Normal",110500
50,"RM",5000,"OldTown","1Fam","1.5Fin",5,4,1900,1950,"TA","TA","BrkTil","TA","Gd","N","FuseA",889,551,1440,1,3,"TA",6,0,"Attchd",4,2006,"Normal",79000
160,"RL",10762,"SawyerW","TwnhsE","2Story",6,6,1980,1980,"TA","TA","CBlock","Gd","TA","Y","SBrkr",626,591,1217,2,3,"TA",6,1,"Attchd",4,2009,"Normal",120000
60,"RL",8880,"SawyerW","1Fam","2Story",7,5,1994,2002,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1222,888,2110,4,3,"Gd",8,2,"Attchd",5,2010,"Normal",205000
20,"RL",10400,"NWAmes","1Fam","1Story",7,5,1988,1988,"TA","TA","CBlock","Gd","Gd","Y","SBrkr",1872,0,1872,3,3,"TA",6,1,"Attchd",6,2006,"Normal",241500
190,"RM",9142,"OldTown","2fmCon","2Story",6,8,1910,1950,"TA","Fa","Stone","Fa","Gd","N","FuseP",908,1020,1928,2,4,"Fa",9,0,"Detchd",4,2006,"Normal",137000
20,"RL",11310,"NAmes","1Fam","1Story",6,5,1954,1954,"TA","TA","CBlock","TA","Ex","Y","SBrkr",1375,0,1375,1,2,"TA",5,1,"Attchd",6,2006,"Normal",140000
60,"RL",11317,"CollgCr","1Fam","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",840,828,1668,3,3,"Gd",8,0,"Attchd",9,2007,"Normal",180000
50,"RL",159000,"ClearCr","1Fam","1.5Fin",6,7,1958,2006,"Gd","TA","CBlock","Gd","Gd","Y","SBrkr",1444,700,2144,3,4,"Gd",7,2,"Attchd",6,2007,"Normal",277000
30,"RL",5350,"BrkSide","1Fam","1Story",3,2,1940,1966,"TA","Po","CBlock","TA","Ex","Y","SBrkr",1306,0,1306,1,3,"Fa",6,0,NA,5,2010,"Normal",76500
120,"RM",4750,"Crawfor","TwnhsE","1Story",8,5,2006,2007,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1625,0,1625,4,2,"Gd",5,1,"Attchd",12,2007,"Family",235000
60,"RL",8366,"SawyerW","1Fam","2Story",6,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",798,842,1640,3,3,"Gd",6,0,"Attchd",12,2008,"Normal",173000
80,"RL",9350,"NAmes","1Fam","SLvl",6,7,1964,1991,"TA","TA","CBlock","Gd","Ex","Y","SBrkr",1302,0,1302,3,3,"Gd",7,0,"Attchd",10,2007,"Normal",158000
20,"RL",8400,"NAmes","1Fam","1Story",5,6,1957,1957,"TA","Gd","CBlock","TA","TA","Y","SBrkr",1314,0,1314,2,3,"TA",5,0,"Attchd",6,2010,"Normal",145000
60,"RL",8738,"Gilbert","1Fam","2Story",7,5,1999,1999,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1005,1286,2291,3,4,"Gd",8,1,"BuiltIn",2,2006,"Normal",230000
60,"FV",8791,"Somerst","1Fam","2Story",6,5,2003,2003,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",864,864,1728,3,3,"Gd",7,0,"Attchd",5,2008,"Normal",207500
20,"RL",8814,"CollgCr","1Fam","1Story",7,5,2006,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1604,0,1604,4,3,"Gd",8,1,"Attchd",3,2009,"Abnorml",220000
60,"RL",12435,"CollgCr","1Fam","2Story",7,5,2001,2001,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",963,829,1792,3,3,"Gd",7,1,"Attchd",5,2008,"Normal",231500
20,"RM",12702,"OldTown","1Fam","1Story",5,5,1956,1956,"TA","TA","PConc",NA,"Gd","Y","FuseA",882,0,882,1,2,"TA",4,0,"Detchd",12,2008,"Normal",97000
80,"RL",19296,"NAmes","1Fam","SLvl",6,5,1962,1962,"TA","TA","CBlock","TA","TA","Y","SBrkr",1382,0,1382,2,3,"TA",6,1,"Attchd",5,2009,"Normal",176000
60,"RL",9588,"CollgCr","1Fam","2Story",8,5,2007,2007,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1482,1092,2574,3,3,"Ex",10,1,"BuiltIn",11,2007,"Partial",276000
80,"RL",8471,"Sawyer","1Fam","SLvl",6,7,1977,1995,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1212,0,1212,2,3,"TA",6,1,"Attchd",7,2006,"Normal",151000
50,"RM",5500,"OldTown","1Fam","1.5Fin",5,7,1929,2001,"TA","TA","BrkTil","TA","TA","Y","SBrkr",926,0,1316,2,3,"TA",6,0,"Detchd",4,2010,"Normal",130000
30,"RM",5232,"OldTown","1Fam","1Story",5,5,1925,2004,"TA","TA","BrkTil","Fa","Gd","N","FuseP",764,0,764,1,2,"TA",4,0,"Detchd",6,2008,"Normal",73000
20,"RL",12090,"NWAmes","1Fam","1Story",6,6,1981,1981,"TA","Gd","CBlock","Gd","TA","Y","SBrkr",1422,0,1422,2,3,"Gd",7,1,"Attchd",6,2008,"Normal",175500
